 763, Hirschberg, Daniel S.
 764, Hirschhorn, Michael
 765, Hirshberg, susan
 766, Hisert, George A.
 767, Ho, Nhan Bao
 768, Ho, Pak Tung
 769, Ho, Randy W.
 770, Hoffman, Michael E.
 771, Hogan, M. S.
 772, Hoit, Abigail
 773, Holdum, Sebastian Tim
 774, Holliday, Sarah H.
 775, Holshouser, Arthur
 776, Holt, Benjamin V.
 777, Hopkins, Brian
 778, Hopkins, Kimberly
 779, Horan, Victoria
 780, Horn, Paul
 781, Horrocks, David G. C.
 782, Horrocks, Jonathan H.
 783, Horvath, Gabor
 784, Hoşten, Serkan
 785, Hou, Qing-Hu
 786, Hsu, Leetsch C.
 787, Hu, Yining
 788, Hu, Yongzhong
 789, Hua, Guodong
 790, Hua, Ting
 791, Huggan, Melissa
 792, Huguet, Janitzio Mejía
 793, Hui, Chun Yin
 794, Huicochea, Mario
 795, Humby, George
 796, Hungerbuhler, Norbert
 797, Huntemann, Svenja
 798, Hurlbert, Glenn H.
 799, Hussein, Saud
 800, Hyatt, Matthew
 801, Iannucci, Douglas E.
 802, Iba, Victoria
 803, Iiams, Joel
 804, Imatomi, Kohtaro
 805, Imbert, Laurent
 806, Inaba, Youichi
 807, Inoue, Maakito
 808, Insko, Erik
 809, Ionascu, Eugen J.
 810, Iordache, Adrian
 811, Iosevich, Alex
 812, Irie, Yuki
 813, Isaacson, Brad
 814, Ismailescu, Dan
 815, Isnaini, Uha
 816, Ito, Shunji
 817, Jacob, Jobby
 818, Jacobs, R.
 819, Jakimczuk, Rafael
 820, James, Jeffery
 821, James, Kevin
 822, Jana, Subhajit
 823, Janardhanan, Mano Vikash
 824, Jani, Mahendra
 825, Järleberg, Erik
 826, Jaroma, John H.
 827, Jenkins, Hugo
 828, Jenkins, Paul
 829, Jenkins, Scott
 830, Jha, Sumit Kumar
 831, Jia, Chang-Kun
 832, Jiang, Wen
 833, Jin, Hai-Tao
 834, Jin, Renling
 835, Jiu, Lin
 836, Jobson, Adam
 837, Johnson, John H.
 838, Johnson, Katie
 839, Johnson, Keith
 840, Jones, Edna
 841, Jones, Lenny
 842, Jonsson, Markus
 843, Jordan, Jill E.
 844, Jouhet, Frédéric
 845, Joyner, David
 846, Juarez, Jazmine
 847, Juillerat, Jacob
 848, Junes, Leandro
 849, Jungers, Raphaël M.
 850, Jungić, Veselin
 851, Just, Matthew
 852, Juyal, Abhishek
 853, Kadiri, Habiba
 854, Kafle, Bir
 855, Kahane, J.-P.
 856, Kahkeshani, Reza
 857, Kahrobaei, Delaram
 858, Kainhofer, Reinhold
 859, Kalle, Charlene
 860, Kallus, Margaret G.
 861, Kalmynin, A. B.
 862, Kamano, Ken
 863, Kanasri, N. R.
 864, Kane, Daniel M.
 865, Kaneko, Hajime
 866, Kang, Jeong-Hyun
 867, Kang, Ross J.
 868, Kannan, S. S.
 869, Kanungo, Siddhartha
 870, Kao, Kuo-Yuan
 871, Kapbasov, Ardak
 872, Kapbasov, Arman
 873, Kaplan, Gil
 874, Kaplan, Nathan
 875, Kar, Nirupam
 876, Karaatli, Olcay
 877, Karabulut, Cihan
 878, Karaivanov, Borislav
 879, Kariv, Jonathan
 880, Károlyi, Gyula
 881, Kathiravan, T.
 882, Katriel, Jacob
 883, Katsipis, Nikos
 884, Kaur, Mandeep
 885, Kawasaki, Naho
 886, Kay, Bill
 887, Kaye, Ian
 888, Kazda, Alexandr
 889, Keane, Michael
 890, Keaton, Rodney
 891, li> Keilthy, Adam
 892, Keister, Derrick M.
 893, Keith, William J.
 894, Kellner, Bernd C.
 895, Kelvey, Robert
 896, Kemkes, Graeme
 897, Kendrick, Caleb
 898, Kendirli, Barış
 899, Kerada, Mohamed
 900, Kervaire, Michel
 901, Kesicioğlu, Yavuz
 902, Khan, Bilal
 903, Khan, Mizan R.
 904, Khodkar, Abdollah
 905, Khomovsky, Dmitry I.
 906, Khongsit, S.
 907, Khoshnam, Foad
 908, Kifer, Curtis
 909, Kihel, Omar
 910, Kılıç, Emrah
 911, Kim, Byeong Moon
 912, Kim, Byungchan
 913, Kim, Dae San
 914, Kim, Insuk
 915, Kim, John Y.
 916, Kim, Seoyoung
 917, Kim, Sungjin
 918, Kim, Young Jin
 919, Kimberling, Clark
 920, King, Adam J.
 921, King, Dylan
 922, King, Samuel
 923, Kinlaw, Paul
 924, Kirgizov, Sergey
 925, Kirillov, Juri
 926, Kirschenhofer, Peter
 927, Kirschmer, Markus
 928, Kiss, Sándor Z.
 929, Kitaev, Sergey
 930, Kitaoka, Yoshiyuki
 931, Kitrossky, Levi
 932, Klausen, Frederik Ravn
 933, Klazar, Martin
 934, Klop, Jan Willem
 935, Klouda, Karel
 936, Klyve, Dominic
 937, Knapp, Michael P.
 938, Knop, Konstantin
 939, Knopfmacher, A.
 940, Koch, Zoe
 941, Koh, Doowon
 942, Kohl, Karen T.
 943, Köklüce, Bülent
 944, Kolitsch, Louis W.
 945, Komatsu, Takao
 946, Kominers, Scott Duke
 947, Komornik, Vilmos
 948, Konstantogiannis, Spiros
 949, Kontorovich, Alex
 950, Konyagin, Sergei V.
 951, Kook, Woong
 952, Koparal, Sibel
 953, Kórus, Péter
 954, Köppe, Matthias
 955, Kops, J. Christopher
 956, Koshy, Thomas
 957, Kosovalić, Nemanja
 958, Kouril, Michal
 959, Kowalenko, Victor
 960, Křížek, Michal
 961, Kraaikamp, Cor
 962, Krattenthaler, Christian
 963, Krause, Adam
 964, Kravitz, Noah
 965, Krawchuk, Colin
 966, Kritschgau, Jürgen
 967, Kreh, Martin
 968, Kritzer, Peter
 969, Křížek, Michal
 970, Kronholm, Brandt
 971, Kruczek, Klay
 972, Krüger, Oliver
 973, Krylov, Nikolai A.
 974, Kuba, Markus
 975, Kubelka, Richard P.
 976, Kuhapatanakul, Kantaphon
 977, Kukla, Andrzej
 978, Kumar, Abhimanyu
 979, Kumar, Balesh
 980, Kumar, Hitesh
 981, Kumar, Manish
 982, Kumar, Nikhil
 983, Kumar, Shiv Datt
 984, Kumchev, Angel V.
 985, Kurlberg, Pär
 986, Kurt, Veli
 987, Kushwaha, Seema
